user_id,cluster,cluster_name,perk
519626,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519631,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519664,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519687,2,Window Shoppers,💰 First-Booking Discount
519694,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519695,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519706,3,Hotel Loyalists,🏨 Extended Stay Discounts
519709,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519718,1,Change-Prone Travelers,✅ Free Cancellation
519722,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519725,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519726,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519747,1,Change-Prone Travelers,✅ Free Cancellation
519769,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519774,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519787,1,Change-Prone Travelers,✅ Free Cancellation
519799,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519846,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519848,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519853,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519859,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519885,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519888,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519893,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519896,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519897,2,Window Shoppers,💰 First-Booking Discount
519905,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519911,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519912,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
519943,2,Window Shoppers,💰 First-Booking Discount
519955,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519957,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519961,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519965,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
519982,4,Serial Cancellers,💰 Travel or Credit Offer
520054,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520063,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520097,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520106,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520141,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520152,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520170,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520175,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520177,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520182,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520188,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520193,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520225,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520244,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520248,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520250,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520256,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520265,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520277,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520291,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520298,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520307,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520311,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520314,3,Hotel Loyalists,🏨 Extended Stay Discounts
520327,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520358,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520373,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520397,1,Change-Prone Travelers,✅ Free Cancellation
520405,2,Window Shoppers,💰 First-Booking Discount
520411,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520422,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520429,1,Change-Prone Travelers,✅ Free Cancellation
520436,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520440,2,Window Shoppers,💰 First-Booking Discount
520480,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520491,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520497,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520527,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520530,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520532,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520539,1,Change-Prone Travelers,✅ Free Cancellation
520556,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520558,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520561,2,Window Shoppers,💰 First-Booking Discount
520603,2,Window Shoppers,💰 First-Booking Discount
520619,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520680,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520696,1,Change-Prone Travelers,✅ Free Cancellation
520708,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520719,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520733,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520745,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520762,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520770,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520771,3,Hotel Loyalists,🏨 Extended Stay Discounts
520780,2,Window Shoppers,💰 First-Booking Discount
520783,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520804,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520819,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520821,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520844,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520851,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520861,1,Change-Prone Travelers,✅ Free Cancellation
520877,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520878,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520882,3,Hotel Loyalists,🏨 Extended Stay Discounts
520885,1,Change-Prone Travelers,✅ Free Cancellation
520898,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520902,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
520920,3,Hotel Loyalists,🏨 Extended Stay Discounts
520934,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
520947,3,Hotel Loyalists,🏨 Extended Stay Discounts
520959,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521000,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521004,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521009,3,Hotel Loyalists,🏨 Extended Stay Discounts
521031,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521033,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521044,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521060,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521062,2,Window Shoppers,💰 First-Booking Discount
521065,1,Change-Prone Travelers,✅ Free Cancellation
521066,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521070,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521109,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521127,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521152,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521170,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521185,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521186,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521187,2,Window Shoppers,💰 First-Booking Discount
521192,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521201,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521211,3,Hotel Loyalists,🏨 Extended Stay Discounts
521212,1,Change-Prone Travelers,✅ Free Cancellation
521235,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521250,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521259,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521282,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521286,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521293,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521295,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521298,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521309,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521316,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521331,1,Change-Prone Travelers,✅ Free Cancellation
521335,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521343,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521379,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521392,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521404,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521408,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521416,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521434,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521462,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521474,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521491,1,Change-Prone Travelers,✅ Free Cancellation
521509,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521510,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521514,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521587,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521607,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521609,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521642,3,Hotel Loyalists,🏨 Extended Stay Discounts
521657,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521658,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521663,2,Window Shoppers,💰 First-Booking Discount
521695,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521708,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521719,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521720,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521743,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521748,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521768,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521785,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521814,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521818,1,Change-Prone Travelers,✅ Free Cancellation
521859,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521865,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521883,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521884,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521885,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521904,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521921,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521925,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521941,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521943,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521956,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521963,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521986,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
521992,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
521997,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522001,2,Window Shoppers,💰 First-Booking Discount
522005,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522062,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522086,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522111,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522112,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522115,1,Change-Prone Travelers,✅ Free Cancellation
522118,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522134,2,Window Shoppers,💰 First-Booking Discount
522152,1,Change-Prone Travelers,✅ Free Cancellation
522171,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522179,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522184,2,Window Shoppers,💰 First-Booking Discount
522201,3,Hotel Loyalists,🏨 Extended Stay Discounts
522223,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522233,1,Change-Prone Travelers,✅ Free Cancellation
522237,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522263,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522265,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522276,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522286,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522315,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522323,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522364,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522373,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522375,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522387,3,Hotel Loyalists,🏨 Extended Stay Discounts
522402,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522420,4,Serial Cancellers,💰 Travel or Credit Offer
522426,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522427,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522438,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522441,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522445,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522457,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522465,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522476,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522484,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522513,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522523,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522532,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522533,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522585,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522607,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522624,3,Hotel Loyalists,🏨 Extended Stay Discounts
522631,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522633,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522634,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522639,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522654,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522687,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522738,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522745,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522748,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522761,1,Change-Prone Travelers,✅ Free Cancellation
522788,3,Hotel Loyalists,🏨 Extended Stay Discounts
522800,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522809,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522873,2,Window Shoppers,💰 First-Booking Discount
522898,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522911,2,Window Shoppers,💰 First-Booking Discount
522927,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522937,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522939,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522943,3,Hotel Loyalists,🏨 Extended Stay Discounts
522944,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
522970,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522981,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
522999,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523030,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523057,2,Window Shoppers,💰 First-Booking Discount
523073,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523077,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523090,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523098,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523146,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523158,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523209,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523228,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523231,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523256,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523271,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523273,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523290,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523299,4,Serial Cancellers,💰 Travel or Credit Offer
523301,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523335,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523338,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523392,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523395,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523442,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523454,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523465,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523474,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523484,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523503,2,Window Shoppers,💰 First-Booking Discount
523505,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523511,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523513,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523517,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523526,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523546,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523559,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523612,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523619,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523657,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523666,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523686,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523690,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523700,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523710,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523715,1,Change-Prone Travelers,✅ Free Cancellation
523717,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523729,3,Hotel Loyalists,🏨 Extended Stay Discounts
523735,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523746,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523756,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523768,1,Change-Prone Travelers,✅ Free Cancellation
523771,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523787,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523800,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523807,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523819,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523824,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523841,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523842,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523845,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523846,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523860,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523866,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523877,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523887,3,Hotel Loyalists,🏨 Extended Stay Discounts
523913,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
523938,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
523981,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
524001,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
524012,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
524031,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
524036,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
524038,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
524043,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
524046,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
524052,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
524057,3,Hotel Loyalists,🏨 Extended Stay Discounts
524076,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
524080,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
524098,2,Window Shoppers,💰 First-Booking Discount
524116,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
524120,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
524151,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
524167,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
