user_id,age,married,has_children,total_sessions,total_clicks,avg_session_duration_sec,total_completed_trips,booking_conversion_rate,total_checked_bags,total_distance_km,money_spent_flight,money_spent_hotel,hotel_loyalty_score,avg_days_booking_to_trip,avg_trip_duration_days,trip_duration_type,flight_only_rate,hotel_only_rate,both_booked_rate,discount_usage_rate,cancellation_per_booking_rate,cluster,cluster_name,perk
497077,41,0,0,8,558,2003,2,0.5,1,5151,1615.3,1382.0,0.5,7.0,4.0,medium,0.0,0.25,0.75,0.5,0.5,1,Change-Prone Travelers,✅ Free Cancellation
497108,46,0,0,8,104,97,3,0.38,1,3481,2489.1,914.0,0.333,7.0,2.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
497225,47,1,0,8,136,127,5,0.63,1,9459,3000.6,4094.0,0.2,9.0,5.0,medium,0.0,0.0,1.0,0.4,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
497475,45,1,0,8,95,90,4,0.5,3,18317,21275.4,340.0,1.0,39.0,4.0,medium,0.75,0.0,0.25,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
497615,45,0,1,8,137,127,3,0.38,2,3803,1000.6,3923.0,0.333,6.0,5.0,medium,0.0,0.33,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
497678,41,1,0,9,151,124,2,0.22,1,4179,1456.0,867.6,0.5,12.0,4.0,medium,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
497680,39,0,1,8,111,106,3,0.38,1,4119,1367.4,945.0,0.333,6.0,3.0,short,0.0,0.33,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
497829,54,0,1,8,152,142,2,0.25,1,6410,2161.7,884.6,0.5,10.0,3.0,short,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
497915,38,1,0,8,130,120,4,0.5,4,6968,2627.2,2191.8,0.25,8.0,3.0,short,0.0,0.0,1.0,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
498154,43,1,0,8,84,79,2,0.25,1,4500,1506.6,372.0,0.5,7.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
498199,44,1,0,8,122,114,3,0.38,0,2895,989.4,1530.0,0.5,14.0,4.0,medium,0.0,0.33,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
498287,40,0,0,8,170,160,5,0.63,4,9884,19187.6,2646.0,0.2,8.0,2.0,short,0.0,0.0,1.0,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
498298,16,0,0,8,130,122,3,0.38,2,1668,596.1,4832.0,0.333,9.0,8.0,long,0.0,0.67,0.33,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
498357,43,0,0,8,148,138,5,0.63,4,10945,6280.7,3994.2,0.2,13.0,4.0,medium,0.0,0.2,0.8,0.4,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
498363,47,0,0,8,109,102,2,0.25,0,2212,418.6,978.9,0.5,8.0,2.0,short,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
498500,49,1,1,8,327,1017,3,0.5,0,4114,4562.7,1537.2,0.333,7.0,5.0,medium,0.0,0.25,0.5,0.5,0.25,1,Change-Prone Travelers,✅ Free Cancellation
498574,36,1,0,8,116,110,4,0.5,2,3481,1293.9,2363.0,0.333,14.0,5.0,medium,0.25,0.25,0.5,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
498607,42,1,0,8,139,128,2,0.25,2,4438,3729.5,440.0,0.5,11.0,2.0,short,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
498665,35,0,0,8,265,458,5,0.75,2,9120,2176.6,3458.0,0.2,7.0,4.0,medium,0.0,0.0,1.0,0.33,0.17,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
498857,36,1,0,8,134,125,3,0.38,2,6226,2304.8,755.0,0.5,9.0,5.0,medium,0.33,0.0,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
498931,57,1,1,8,82,77,2,0.25,0,1575,501.1,3023.0,0.5,7.0,7.0,medium,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499028,36,1,0,8,116,107,3,0.38,1,2262,826.6,1215.0,0.5,7.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499038,30,0,0,8,128,120,4,0.5,3,6716,2375.0,4161.0,0.333,7.0,4.0,medium,0.25,0.25,0.5,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
499252,38,1,0,8,154,143,1,0.13,2,1188,410.8,910.0,1.0,10.0,8.0,long,0.0,0.0,1.0,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499313,44,0,0,8,110,103,1,0.13,1,528,200.2,800.0,1.0,6.0,9.0,long,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499366,47,0,0,8,145,135,4,0.5,5,7715,15006.4,2758.0,0.333,9.0,3.0,short,0.25,0.0,0.75,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
499375,42,0,0,8,152,140,5,0.63,3,11583,6640.4,2598.4,0.2,7.0,3.0,short,0.0,0.0,1.0,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
499379,64,1,0,9,137,113,2,0.22,0,2851,998.5,765.6,0.5,5.0,4.0,medium,0.0,0.5,0.5,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499461,50,0,0,8,130,121,2,0.25,0,1751,650.9,1220.0,0.5,7.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499475,37,1,0,8,125,117,3,0.38,0,3241,1140.0,1156.0,0.333,7.0,3.0,short,0.0,0.0,1.0,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499633,30,0,0,8,165,154,5,0.63,5,7081,2322.3,1642.5,0.333,10.0,4.0,medium,0.4,0.2,0.4,0.4,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
499634,34,0,1,9,127,106,1,0.11,1,997,323.7,180.0,1.0,9.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499659,57,1,1,8,249,231,1,0.13,0,0,0.0,2289.6,1.0,6.0,8.0,long,0.0,1.0,0.0,1.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
499669,30,1,1,10,79,59,1,0.1,1,1910,169.0,858.0,1.0,7.0,-1.0,no_trip,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499751,52,1,0,9,184,152,4,0.44,4,7924,2937.9,3675.0,0.25,11.0,5.0,medium,0.0,0.25,0.75,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
499760,48,1,1,8,46,43,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
499780,36,0,1,8,348,323,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
499810,44,1,0,9,117,98,3,0.33,1,3996,1537.9,2832.0,0.333,12.0,6.0,medium,0.0,0.33,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499847,48,1,1,9,208,173,3,0.33,0,5003,2609.1,2650.0,0.333,7.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
499969,24,0,0,8,103,96,1,0.13,0,0,0.0,351.0,1.0,3.0,9.0,long,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
499979,48,1,0,10,188,140,5,0.5,1,14267,9097.0,2170.6,0.25,7.0,3.0,short,0.2,0.0,0.8,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
499990,36,0,0,8,355,996,2,0.38,1,8066,15276.6,1498.0,1.0,9.0,5.0,medium,0.33,0.0,0.67,0.33,0.33,1,Change-Prone Travelers,✅ Free Cancellation
500078,45,1,0,8,130,121,2,0.25,2,1841,655.6,580.0,0.5,6.0,5.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
500196,51,1,0,8,127,117,2,0.25,1,4815,4566.6,664.0,0.5,8.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
500243,23,0,0,9,94,77,1,0.11,0,944,301.2,234.0,1.0,7.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
500257,43,0,0,8,65,61,2,0.25,1,4082,1397.1,566.4,1.0,6.0,3.0,short,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
500288,16,0,1,8,71,65,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
500299,18,0,0,8,75,70,1,0.13,0,0,0.0,360.0,1.0,4.0,2.0,short,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
500493,40,0,1,8,91,85,3,0.38,1,3933,2673.0,7190.0,0.5,11.0,4.0,medium,0.33,0.33,0.33,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
500532,36,1,1,8,94,88,1,0.13,0,0,0.0,566.0,1.0,15.0,2.0,short,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
500646,46,1,0,8,102,94,3,0.38,1,1436,457.7,3219.2,0.333,8.0,8.0,long,0.0,0.67,0.33,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
500745,27,0,0,8,144,134,4,0.5,1,4990,1696.6,2058.4,0.333,7.0,5.0,medium,0.25,0.5,0.25,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
500773,26,0,0,8,198,183,4,0.5,0,5376,1936.8,4292.8,0.25,8.0,5.0,medium,0.0,0.25,0.75,0.5,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
500791,71,1,0,8,183,169,1,0.13,0,0,0.0,765.0,1.0,42.0,6.0,medium,0.0,1.0,0.0,1.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
500828,44,1,0,8,93,85,3,0.38,1,6925,2491.0,671.0,0.5,7.0,3.0,short,0.33,0.0,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
500972,40,1,1,8,91,86,3,0.38,2,6911,12557.2,1912.0,0.333,8.0,3.0,short,0.0,0.0,1.0,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
500974,40,0,0,8,155,144,6,0.75,2,15431,5499.9,2556.0,0.2,7.0,5.0,medium,0.0,0.17,0.83,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
501087,56,1,0,8,117,109,2,0.25,1,4034,1470.5,1426.0,0.5,7.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
501125,45,1,1,8,102,96,2,0.25,1,2260,816.0,1984.0,0.5,7.0,6.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
501184,54,1,1,8,262,243,4,0.5,2,10011,3576.4,7892.0,0.25,8.0,8.0,long,0.0,0.25,0.75,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
501322,53,1,1,9,166,137,4,0.44,3,10640,3641.9,2763.6,0.25,8.0,4.0,medium,0.0,0.25,0.75,0.5,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
501344,49,0,0,8,66,62,1,0.13,0,562,191.2,0.0,0.0,5.0,1.0,short,1.0,0.0,0.0,1.0,0.0,2,Window Shoppers,💰 First-Booking Discount
501436,29,1,0,8,366,1054,3,0.5,4,2705,1020.2,233.0,0.5,7.0,1.0,short,0.25,0.0,0.75,0.25,0.25,1,Change-Prone Travelers,✅ Free Cancellation
501512,33,1,1,8,89,84,2,0.25,1,4531,1663.9,243.0,0.5,9.0,4.0,medium,0.0,0.0,1.0,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
501708,23,0,0,8,273,968,0,0.13,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,1.0,0.0,0.0,1.0,1.0,4,Serial Cancellers,💰 Travel or Credit Offer
501735,32,0,0,8,125,115,3,0.38,3,5237,1938.2,589.0,0.333,8.0,2.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
501764,46,1,0,8,89,84,2,0.25,1,3292,1126.7,1494.0,0.5,7.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
501780,16,0,1,8,172,159,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
501794,42,1,0,8,134,125,4,0.5,3,4345,1504.9,1807.0,0.333,7.0,5.0,medium,0.0,0.0,1.0,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
501817,49,1,0,9,152,126,3,0.33,2,3791,4567.5,4964.0,0.333,6.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
501830,33,1,1,9,78,64,2,0.22,0,2280,845.9,3136.0,0.5,17.0,5.0,medium,0.0,0.5,0.5,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
501897,43,1,1,8,78,74,1,0.13,0,0,0.0,936.0,1.0,9.0,9.0,long,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
501947,51,1,1,10,404,871,4,0.5,0,6154,2110.2,3955.0,0.5,8.0,3.0,short,0.2,0.2,0.6,0.2,0.2,1,Change-Prone Travelers,✅ Free Cancellation
502063,48,1,0,8,59,54,1,0.13,0,3974,1381.5,252.0,1.0,5.0,6.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
502145,38,0,0,10,119,90,4,0.4,3,12243,8539.2,2188.0,0.25,8.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
502210,42,1,0,8,333,1053,3,0.5,2,4071,1505.7,1885.0,0.333,8.0,4.0,medium,0.0,0.25,0.75,0.0,0.25,1,Change-Prone Travelers,✅ Free Cancellation
502212,24,0,0,8,94,88,1,0.13,0,3810,1216.1,184.0,1.0,6.0,3.0,short,0.0,0.0,1.0,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
502353,38,0,0,8,156,146,5,0.63,2,29678,8955.0,6520.0,0.25,5.0,6.0,medium,0.2,0.2,0.6,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
502412,54,1,1,8,124,115,3,0.38,1,5055,1557.3,1018.0,0.333,8.0,6.0,medium,0.0,0.33,0.67,0.67,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
502435,38,1,1,8,122,114,2,0.25,2,3236,1972.2,774.0,0.5,8.0,5.0,medium,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
502444,33,0,0,8,178,167,6,0.75,2,9300,2947.1,2524.0,0.2,10.0,3.0,short,0.17,0.0,0.83,0.17,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
502609,49,1,0,9,173,143,5,0.56,0,5028,1859.5,1651.0,0.25,7.0,3.0,short,0.0,0.0,1.0,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
502626,37,1,1,8,98,92,2,0.25,2,2778,1042.5,962.0,0.5,10.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
502799,45,1,0,8,189,175,4,0.5,3,5586,2012.5,2016.0,0.25,8.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
502819,35,1,0,8,262,243,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
502826,46,1,1,8,121,113,3,0.38,1,7201,2359.9,167.0,1.0,7.0,3.0,short,0.67,0.0,0.33,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
502847,49,1,0,8,135,126,5,0.63,2,5984,2163.8,2413.0,0.333,5.0,3.0,short,0.0,0.2,0.8,0.0,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
502850,40,0,1,8,76,71,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
502875,44,1,1,8,114,106,3,0.38,2,6614,3246.3,860.0,0.5,10.0,4.0,medium,0.33,0.0,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
502995,67,0,0,9,88,73,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
503042,24,0,0,8,104,96,1,0.13,1,983,363.0,240.8,1.0,9.0,4.0,medium,0.0,0.0,1.0,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
503049,70,0,0,8,34,32,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
503058,25,0,0,10,115,85,3,0.3,1,5544,1336.3,1096.0,0.333,11.0,5.0,medium,0.0,0.33,0.67,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
503126,24,0,0,8,119,110,1,0.13,0,0,0.0,2592.0,1.0,4.0,9.0,long,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
503161,46,1,0,9,103,85,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
503277,54,0,0,8,126,119,3,0.38,4,10897,2885.9,1662.2,0.333,10.0,6.0,medium,0.0,0.0,1.0,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
503342,41,1,0,8,309,774,2,0.38,1,2776,979.8,2110.0,0.5,8.0,7.0,medium,0.0,0.0,1.0,0.33,0.33,1,Change-Prone Travelers,✅ Free Cancellation
503418,39,0,0,9,217,179,5,0.56,2,9214,2643.6,3287.0,0.25,9.0,5.0,medium,0.0,0.0,1.0,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
503483,18,0,1,8,105,98,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
503621,40,1,0,8,162,149,2,0.25,0,2447,832.3,1970.0,0.5,6.0,10.0,long,0.0,0.5,0.5,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
503760,38,1,0,8,152,141,5,0.63,2,5943,9072.3,8156.0,0.2,45.0,6.0,medium,0.0,0.2,0.8,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
503773,16,0,1,8,111,104,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
503918,25,0,0,8,81,75,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
503928,45,1,1,8,101,96,2,0.25,0,2485,964.3,1641.0,0.5,8.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
503945,46,0,0,8,119,111,3,0.38,1,8133,6319.6,1326.0,0.5,7.0,2.0,short,0.33,0.0,0.67,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
503973,44,0,0,9,222,184,4,0.44,1,2569,825.7,1535.0,0.333,9.0,4.0,medium,0.25,0.25,0.5,0.75,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
504081,43,1,1,10,137,102,2,0.2,1,5518,1978.4,444.0,1.0,7.0,2.0,short,0.5,0.0,0.5,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504133,44,1,0,8,140,130,3,0.38,2,5886,5232.4,7034.0,0.333,9.0,10.0,long,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504240,43,0,0,8,170,158,6,0.75,1,15372,6233.5,2281.0,0.2,8.0,5.0,medium,0.17,0.0,0.83,0.33,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
504299,40,1,1,8,110,103,3,0.38,2,8555,3025.0,1306.0,0.333,8.0,4.0,medium,0.0,0.0,1.0,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504320,29,0,0,8,126,119,2,0.25,2,4064,1373.6,663.5,0.5,5.0,3.0,short,0.0,0.0,1.0,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504371,50,0,1,8,187,174,5,0.63,2,18346,26764.4,4463.0,0.25,68.0,5.0,medium,0.2,0.0,0.8,0.2,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
504435,43,0,0,8,251,540,3,0.5,3,7489,2804.2,954.0,0.333,8.0,2.0,short,0.0,0.0,1.0,0.5,0.25,1,Change-Prone Travelers,✅ Free Cancellation
504473,32,0,0,8,104,97,2,0.25,2,3034,1066.0,505.0,0.5,9.0,4.0,medium,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504579,67,0,0,8,79,75,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,0.0,0.0,0.0,2,Window Shoppers,💰 First-Booking Discount
504610,62,1,0,8,61,57,1,0.13,1,800,1210.5,558.0,1.0,6.0,3.0,short,0.0,0.0,1.0,0.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504665,31,0,0,9,91,76,2,0.22,2,3413,1036.0,1584.0,0.5,13.0,7.0,medium,0.0,0.5,0.5,1.0,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504669,40,0,0,8,134,124,2,0.25,2,6887,2358.6,609.0,0.5,6.0,3.0,short,0.0,0.0,1.0,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504786,47,1,1,8,134,124,3,0.38,1,1380,490.2,3563.8,0.333,7.0,4.0,medium,0.0,0.67,0.33,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504859,25,0,1,8,84,79,2,0.25,0,1364,468.2,2645.0,0.5,11.0,5.0,medium,0.0,0.5,0.5,0.5,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504892,29,0,0,8,135,126,3,0.38,0,2617,1359.8,7481.6,0.5,8.0,9.0,long,0.33,0.33,0.33,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504916,34,0,1,8,247,1017,0,0.13,0,0,0.0,0.0,0.0,-1.0,-1.0,no_trip,0.0,0.0,1.0,0.0,1.0,4,Serial Cancellers,💰 Travel or Credit Offer
504936,57,1,0,9,188,156,3,0.33,1,4515,3938.8,3264.8,0.333,7.0,6.0,medium,0.0,0.33,0.67,0.67,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
504945,42,0,0,9,178,148,4,0.44,3,8102,2627.2,2109.6,0.25,7.0,3.0,short,0.0,0.0,1.0,0.25,0.0,0,Premium Frequent Travelers,🏨 1 Free Hotel Night with Flight
505062,36,0,1,8,99,92,3,0.38,1,7671,2742.5,1551.5,0.333,9.0,4.0,medium,0.0,0.0,1.0,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
505066,24,1,1,8,81,75,1,0.13,0,0,0.0,816.0,1.0,21.0,3.0,short,0.0,1.0,0.0,0.0,0.0,3,Hotel Loyalists,🏨 Extended Stay Discounts
505172,30,1,1,8,322,1014,1,0.25,1,2914,1058.3,168.0,1.0,7.0,2.0,short,0.0,0.0,1.0,0.5,0.5,1,Change-Prone Travelers,✅ Free Cancellation
505230,60,0,0,8,104,97,3,0.38,2,2255,2268.5,2925.0,0.333,9.0,5.0,medium,0.0,0.33,0.67,0.33,0.0,5,Balanced Frequent Travelers,💼 Free Checked Bag + 🏨 Complimentary Hotel Upgrade
